Location,Size (sqft),Bedrooms,Bathrooms,Year Built,Garage,Balcony,Garden,Flooring_Type,Kitchen,Dining,Lift,Floor,Price
Rajpara,1400,5,3,1993,No,1,No,Wood,2,1,Yes,4,5143700
Motihar,730,5,2,2012,Yes,0,No,Wood,1,1,Yes,6,3025714
Motihar,1893,5,2,1998,No,2,Yes,Cement,1,1,Yes,7,7675006
Motihar,2563,2,3,1993,No,0,No,Marble,2,1,No,2,8903806
Paba,660,3,3,2007,No,0,Yes,Cement,2,1,No,10,2150782
Paba,2811,1,3,1992,Yes,1,No,Cement,1,1,Yes,6,9135768
Shah Makhdum,2148,2,1,2008,No,0,No,Marble,1,1,Yes,8,6244229
Motihar,871,4,3,2015,No,1,Yes,Marble,1,1,Yes,6,3112191
Boalia,2381,2,1,2020,No,0,No,Cement,1,1,Yes,2,8670854
Shah Makhdum,2780,4,1,2016,No,2,No,Wood,2,1,No,4,9669193
Boalia,1867,4,3,1992,No,0,Yes,Wood,1,1,Yes,1,6956778
Paba,2057,5,2,2001,No,1,No,Tile,1,1,Yes,7,5901818
Shah Makhdum,637,2,2,2012,Yes,0,No,Wood,2,1,Yes,8,1848192
Shah Makhdum,2494,3,1,2006,No,1,Yes,Marble,1,1,No,10,7937523
Rajpara,1942,4,1,2005,Yes,1,No,Marble,1,1,Yes,2,7134071
Paba,1073,5,1,2006,No,2,Yes,Tile,1,1,No,10,3055021
Paba,658,3,2,2004,Yes,1,No,Marble,2,1,No,5,2029310
Shah Makhdum,2563,2,1,2015,Yes,2,Yes,Cement,1,1,No,8,8193429
Paba,2518,3,1,1991,No,2,No,Tile,2,1,Yes,8,7367747
Shah Makhdum,1503,2,2,2006,No,0,No,Tile,2,1,Yes,5,5223189
Rajpara,982,4,3,1990,Yes,2,Yes,Wood,1,1,Yes,8,3686794
Shah Makhdum,2011,1,2,2019,No,1,No,Wood,1,1,Yes,6,6419083
Paba,684,1,3,2021,No,1,Yes,Cement,1,1,Yes,5,2082162
Paba,2133,4,3,2019,Yes,2,No,Cement,1,1,Yes,4,6171121
Shah Makhdum,2940,3,1,1993,No,0,Yes,Wood,2,1,Yes,5,9794287
Shah Makhdum,1690,2,1,2021,Yes,2,No,Wood,1,1,No,4,5805248
Shah Makhdum,728,1,3,1990,No,2,No,Cement,1,1,Yes,1,2348925
Motihar,2676,2,1,2008,No,1,No,Wood,1,1,Yes,3,10740971
Paba,2168,4,3,2022,Yes,0,Yes,Tile,2,1,No,8,5932898
Paba,1291,3,1,2008,No,0,No,Cement,1,1,No,7,3604819
Motihar,2560,2,2,2016,Yes,0,No,Wood,1,1,No,7,9654116
Shah Makhdum,732,3,3,2002,No,0,No,Marble,2,1,No,3,2539639
Rajpara,1808,1,3,2016,No,1,No,Marble,2,1,No,9,7277693
Shah Makhdum,1245,2,1,2003,No,0,No,Cement,1,1,Yes,6,3930058
Shah Makhdum,2212,5,2,2013,Yes,0,No,Marble,1,1,Yes,8,7220120
Motihar,1115,1,1,2008,Yes,0,No,Marble,1,1,Yes,8,3918772
Paba,2645,3,2,2014,Yes,1,Yes,Tile,1,1,Yes,3,8178891
Shah Makhdum,2463,4,1,2000,Yes,1,No,Cement,1,1,Yes,4,7241647
Paba,2812,5,3,1998,No,0,No,Marble,2,1,Yes,6,8565565
Boalia,1532,2,2,1995,No,1,Yes,Wood,2,1,Yes,2,5591911
Paba,2263,1,2,2018,No,2,No,Cement,1,1,Yes,7,6668844
Rajpara,1156,2,1,1998,No,0,No,Cement,1,1,Yes,2,5004002
Rajpara,2271,2,2,2022,No,1,No,Marble,2,1,No,5,8451811
Shah Makhdum,1592,5,1,2012,No,0,Yes,Marble,1,1,Yes,4,4759146
Paba,2228,5,2,2004,No,0,Yes,Tile,1,1,No,9,6706611
Shah Makhdum,2291,5,1,2000,No,1,No,Wood,1,1,Yes,2,7964110
Motihar,1356,5,1,2012,Yes,2,Yes,Tile,1,1,No,7,5040158
Rajpara,1704,4,1,2015,Yes,0,No,Tile,1,1,No,7,7397268
Shah Makhdum,1870,3,3,1990,No,2,No,Wood,2,1,Yes,7,6215550
Motihar,1248,5,2,2019,Yes,1,Yes,Marble,1,1,Yes,1,5010397
Shah Makhdum,2009,1,3,2006,Yes,0,No,Tile,1,1,Yes,8,6991796
Paba,1591,2,3,2012,No,1,No,Cement,1,1,No,2,4842044
Paba,1930,5,3,1994,No,1,Yes,Tile,2,1,No,5,5954034
Paba,1227,1,3,1998,No,1,No,Wood,2,1,No,2,3739152
Paba,2654,4,2,1993,Yes,1,Yes,Tile,2,1,Yes,5,8415608
Boalia,2549,1,2,1996,Yes,0,No,Tile,2,1,Yes,7,8517188
Motihar,1553,1,3,1990,No,2,No,Cement,1,1,No,6,6241377
Motihar,2442,4,2,2005,No,2,No,Wood,2,1,Yes,5,9675923
Paba,2720,4,2,2014,No,0,No,Cement,1,1,Yes,4,8326572
Boalia,609,2,1,1995,No,0,No,Marble,1,1,Yes,8,1934886
Paba,2196,5,2,2003,No,2,Yes,Wood,2,1,No,8,6949739
Boalia,721,1,3,2000,No,2,No,Tile,2,1,Yes,1,2337985
Paba,1286,3,2,1990,Yes,0,No,Cement,2,1,Yes,10,4214457
Rajpara,2609,3,3,1990,No,1,No,Cement,2,1,Yes,2,9562492
Rajpara,1040,2,2,1997,No,0,No,Wood,2,1,No,3,4343269
Shah Makhdum,1190,3,3,2021,No,2,No,Cement,1,1,Yes,1,3701700
Paba,1968,2,2,2022,No,1,No,Wood,2,1,Yes,3,6182303
Motihar,2589,5,2,1997,No,2,No,Marble,2,1,Yes,10,9875492
Shah Makhdum,1961,2,2,2003,Yes,1,No,Wood,2,1,No,8,6437734
Rajpara,1807,4,3,2013,No,2,No,Wood,1,1,No,4,6614251
Paba,2714,4,1,2018,Yes,1,No,Marble,2,1,No,7,8901614
Shah Makhdum,2664,4,3,2014,No,0,No,Marble,1,1,Yes,7,7678878
Paba,2006,4,2,1995,Yes,0,No,Tile,2,1,No,5,6548979
Rajpara,1939,4,3,1990,Yes,1,Yes,Cement,2,1,Yes,1,7861869
Shah Makhdum,2120,4,2,2012,No,1,No,Marble,1,1,Yes,10,6456020
Rajpara,2176,4,2,2022,No,0,Yes,Marble,2,1,Yes,4,8943756
Boalia,1507,4,1,2003,No,0,Yes,Cement,1,1,Yes,7,5456889
Rajpara,714,4,2,2017,Yes,1,No,Cement,1,1,No,5,2987565
Paba,2747,5,2,2018,No,1,No,Tile,1,1,Yes,2,7443992
Motihar,1968,4,2,2012,Yes,0,No,Tile,2,1,Yes,8,8200487
Rajpara,2996,2,1,1999,No,2,No,Wood,2,1,Yes,2,12266613
Motihar,738,5,3,2016,No,0,No,Tile,2,1,Yes,8,2735712
Boalia,1427,3,1,1997,No,1,Yes,Marble,1,1,Yes,2,5065072
Shah Makhdum,2971,1,3,1993,Yes,1,No,Marble,2,1,Yes,5,8895738
Shah Makhdum,1445,5,2,2010,No,2,No,Cement,1,1,Yes,4,4390272
Motihar,2941,4,3,2010,Yes,0,No,Tile,2,1,Yes,1,10249950
Shah Makhdum,2580,5,3,2019,No,1,No,Wood,1,1,Yes,8,8882190
Rajpara,2152,1,3,2002,Yes,0,No,Wood,1,1,No,10,8180354
Motihar,1915,1,3,1992,No,1,No,Wood,1,1,Yes,3,7625874
Paba,673,4,2,2009,Yes,2,Yes,Wood,2,1,No,4,1927821
Rajpara,1083,4,1,1994,No,0,No,Cement,1,1,No,4,4025284
Rajpara,615,2,3,2011,No,0,No,Tile,1,1,No,5,2267202
Rajpara,2149,1,2,1991,No,2,No,Tile,1,1,Yes,3,9215332
Paba,1959,4,2,2014,Yes,1,No,Tile,1,1,Yes,9,5430038
Boalia,2496,1,2,2013,No,1,No,Tile,1,1,No,4,8014667
Shah Makhdum,1750,2,2,1994,No,0,No,Wood,1,1,Yes,10,5050477
Motihar,728,3,3,2005,No,2,No,Wood,2,1,Yes,4,2692503
Boalia,1110,1,1,2004,Yes,0,No,Cement,2,1,Yes,6,4228967
Motihar,1022,2,2,2002,No,0,Yes,Cement,1,1,Yes,8,4201006
Shah Makhdum,2506,2,1,2000,No,1,Yes,Wood,2,1,No,7,7401806
Paba,831,2,1,2005,Yes,1,Yes,Marble,2,1,Yes,4,2249929
Rajpara,1558,5,1,2007,Yes,1,Yes,Tile,1,1,Yes,4,6544855
Rajpara,1424,4,2,2014,No,1,No,Cement,1,1,Yes,5,5475538
Paba,664,1,2,1993,Yes,1,No,Wood,1,1,Yes,10,2125335
Boalia,1432,5,2,2010,Yes,2,Yes,Tile,2,1,Yes,5,4726746
Boalia,1214,1,1,2000,No,0,No,Tile,1,1,Yes,1,4242378
Motihar,2628,5,2,2019,No,2,Yes,Wood,2,1,No,8,9053562
Paba,1400,4,2,1993,Yes,0,No,Marble,1,1,Yes,10,4531560
Boalia,2567,2,1,2003,No,1,Yes,Marble,2,1,No,5,8405855
Paba,877,1,2,2000,Yes,2,Yes,Cement,1,1,Yes,3,2522972
Shah Makhdum,2613,2,3,1993,Yes,0,Yes,Wood,1,1,Yes,3,8327652
Rajpara,2317,4,3,2015,Yes,1,No,Cement,2,1,Yes,4,8844023
Rajpara,1838,1,3,1992,No,1,No,Marble,2,1,Yes,7,6675856
Rajpara,1027,3,3,1993,Yes,2,Yes,Cement,2,1,No,5,3721097
Paba,2124,3,1,2015,Yes,2,No,Cement,2,1,No,1,6952123
Paba,2086,3,2,2000,No,2,Yes,Marble,2,1,Yes,5,6039591
Motihar,1185,4,3,2000,No,1,No,Tile,2,1,Yes,5,4353853
Rajpara,974,3,3,2009,Yes,0,No,Tile,1,1,No,6,4225523
Motihar,2123,1,2,2015,No,0,Yes,Marble,2,1,Yes,7,8609777
Rajpara,692,3,1,2001,Yes,2,No,Tile,1,1,Yes,5,2871490
Motihar,2200,1,3,2018,No,0,No,Wood,1,1,No,2,8625021
Motihar,2968,4,2,2003,No,1,No,Tile,2,1,Yes,2,11957553
Shah Makhdum,1513,2,2,2014,No,0,No,Marble,1,1,No,4,4520965
Motihar,1945,5,3,2015,Yes,1,No,Wood,2,1,Yes,1,7633831
Paba,2440,3,3,1999,Yes,2,No,Cement,2,1,No,7,6732055
Motihar,1901,5,2,2003,Yes,0,No,Marble,1,1,Yes,1,6684200
Rajpara,2221,2,2,1994,Yes,1,No,Marble,1,1,Yes,3,8426929
Motihar,2161,4,3,2011,Yes,2,No,Tile,2,1,Yes,10,8556373
Boalia,2353,4,3,2000,No,2,No,Wood,2,1,Yes,7,8882061
Rajpara,2016,2,3,2018,No,2,No,Marble,1,1,Yes,6,8371700
Boalia,694,5,3,1996,No,2,No,Wood,1,1,Yes,7,2388495
Rajpara,2379,3,1,2007,No,0,No,Wood,1,1,Yes,5,9542000
Paba,1558,1,2,2020,No,1,No,Tile,1,1,No,8,4872482
Paba,1730,4,3,2009,No,0,No,Marble,2,1,Yes,6,5307586
Paba,2013,2,2,1996,Yes,1,Yes,Wood,2,1,Yes,4,6074590
Boalia,2383,5,3,2019,No,2,No,Wood,2,1,Yes,1,7901443
Shah Makhdum,2718,3,1,1993,No,0,No,Cement,2,1,Yes,2,8901055
Rajpara,1263,5,2,2019,No,2,No,Tile,1,1,Yes,6,4565662
Paba,1568,3,1,2019,No,1,Yes,Marble,1,1,Yes,4,4760498
Rajpara,2698,1,2,2019,Yes,2,Yes,Wood,2,1,No,3,11484296
Boalia,1766,1,1,2007,Yes,0,No,Tile,2,1,Yes,7,5785107
Shah Makhdum,2171,2,3,1999,No,0,No,Marble,2,1,Yes,7,6411168
Boalia,2123,2,3,2003,Yes,1,No,Wood,2,1,No,2,8129316
Rajpara,1587,3,1,2012,No,1,No,Marble,2,1,No,8,6784061
Shah Makhdum,2907,3,3,2001,No,0,No,Marble,2,1,Yes,1,8934027
Shah Makhdum,1825,3,1,2001,No,0,No,Tile,2,1,No,10,5499612
Boalia,1808,3,1,2015,No,0,No,Tile,2,1,Yes,7,6117960
Paba,2805,1,2,1995,Yes,0,No,Cement,2,1,No,10,8299251
Rajpara,698,2,1,2004,Yes,1,No,Cement,1,1,Yes,1,2971292
Motihar,2888,2,2,2008,No,0,No,Cement,2,1,Yes,3,10401983
Motihar,2114,4,1,2012,No,1,No,Wood,1,1,No,3,8388018
Boalia,801,2,2,2002,No,0,Yes,Cement,1,1,Yes,10,3044203
Rajpara,1233,2,2,2020,Yes,0,Yes,Marble,2,1,Yes,2,4813150
Rajpara,1345,5,3,2015,Yes,2,No,Tile,2,1,Yes,10,4870026
Boalia,1089,5,2,2007,No,2,No,Marble,1,1,Yes,5,4061241
Rajpara,1178,4,2,2022,Yes,0,No,Tile,1,1,Yes,4,4908409
Paba,872,3,1,2021,No,1,Yes,Tile,2,1,Yes,6,2432393
Boalia,1842,4,2,1993,Yes,0,No,Marble,1,1,Yes,2,6571950
Paba,1385,4,3,2008,No,2,No,Marble,2,1,Yes,4,4424922
Rajpara,1052,1,1,1996,No,0,No,Wood,2,1,Yes,7,3939556
Boalia,1775,2,2,2015,No,2,No,Tile,2,1,Yes,1,5868205
Rajpara,2994,1,1,2012,Yes,0,No,Cement,1,1,Yes,3,11261707
Boalia,1415,2,1,1996,No,0,No,Wood,1,1,No,1,5445275
Rajpara,1013,4,1,2000,No,1,No,Cement,2,1,Yes,2,3832804
Paba,2150,2,1,1997,No,2,Yes,Wood,1,1,Yes,9,6149324
Paba,1030,3,1,2002,No,2,Yes,Tile,1,1,No,10,2810618
Rajpara,1494,3,2,2021,No,2,Yes,Marble,1,1,No,5,6553614
Boalia,2546,4,1,2007,No,1,No,Marble,1,1,Yes,4,8459665
Motihar,1707,5,1,2004,No,0,Yes,Tile,1,1,No,4,6778799
Paba,791,3,3,2013,Yes,1,Yes,Marble,1,1,Yes,8,2148214
Paba,640,4,3,2010,Yes,0,Yes,Tile,1,1,No,3,2028826
Motihar,2487,1,1,2007,Yes,1,Yes,Tile,2,1,Yes,4,9924283
Rajpara,2459,5,2,2003,No,1,No,Tile,1,1,Yes,2,9017945
Boalia,2396,3,3,2008,No,2,Yes,Wood,1,1,Yes,6,7753027
Rajpara,1932,4,3,2002,No,1,No,Marble,1,1,No,9,7411320
Shah Makhdum,735,4,1,2005,Yes,0,No,Wood,1,1,Yes,4,2283635
Paba,2413,1,2,1991,Yes,1,Yes,Cement,1,1,Yes,6,7649450
Shah Makhdum,705,1,2,2015,No,1,No,Tile,1,1,Yes,4,2058008
Paba,1118,5,3,2011,No,0,No,Marble,1,1,No,2,3454780
Paba,2541,3,3,2009,Yes,2,No,Cement,1,1,No,6,7209122
Shah Makhdum,2165,4,3,2018,No,0,Yes,Tile,2,1,Yes,7,6765149
Shah Makhdum,725,5,3,2007,Yes,0,No,Cement,1,1,Yes,4,2089022
Rajpara,2726,5,3,2018,Yes,0,No,Wood,1,1,Yes,7,10448482
Shah Makhdum,988,1,1,2016,No,1,Yes,Wood,1,1,Yes,8,2953780
Rajpara,2158,4,1,2018,Yes,1,Yes,Marble,1,1,No,3,8638857
Rajpara,2324,2,1,1995,No,0,No,Cement,2,1,Yes,2,8660511
Rajpara,2721,1,3,2014,Yes,0,No,Cement,2,1,Yes,5,11615007
Paba,1628,4,1,2010,Yes,2,No,Wood,2,1,Yes,2,5258022
Paba,2542,5,3,2020,Yes,1,No,Wood,2,1,Yes,10,8152635
Shah Makhdum,681,5,2,2005,No,1,Yes,Marble,2,1,Yes,5,2389188
Paba,2160,3,2,2003,No,1,No,Tile,2,1,Yes,10,7017381
Shah Makhdum,1375,2,1,1995,No,1,No,Marble,2,1,Yes,6,4206213
Paba,877,1,2,2000,Yes,0,No,Wood,2,1,Yes,8,2533369
Boalia,2478,3,2,2016,Yes,0,No,Marble,2,1,Yes,6,8729651
Boalia,2871,3,2,1994,No,2,No,Tile,2,1,Yes,4,9817299
Shah Makhdum,2207,2,1,2004,No,1,No,Wood,2,1,Yes,3,7726139
Paba,1205,1,2,2005,No,1,No,Tile,2,1,No,2,3498980
Paba,2666,1,1,2007,Yes,0,No,Marble,2,1,Yes,1,8382035
Rajpara,1239,5,3,2022,No,2,No,Tile,2,1,Yes,2,5030698
Motihar,2389,1,3,2013,No,0,No,Wood,2,1,No,2,9907004
Shah Makhdum,2356,3,1,1996,Yes,1,No,Wood,2,1,Yes,5,7907893
Motihar,1966,5,1,2003,No,1,No,Tile,1,1,Yes,9,7177415
Motihar,2744,1,2,2019,Yes,2,No,Marble,2,1,Yes,1,9795454
Shah Makhdum,774,2,3,2013,No,0,Yes,Marble,1,1,Yes,4,2652463
Paba,1976,3,2,2004,No,1,No,Marble,2,1,Yes,10,6415298
Shah Makhdum,947,4,3,2002,No,1,No,Marble,2,1,Yes,7,3231069
Motihar,600,2,2,2008,No,2,No,Cement,1,1,No,10,2388277
Paba,662,2,2,2018,Yes,1,No,Cement,2,1,No,3,1915191
Boalia,2383,1,3,2011,No,1,Yes,Tile,1,1,Yes,8,8349462
Shah Makhdum,825,5,2,1991,Yes,0,No,Cement,1,1,Yes,3,2859491
Shah Makhdum,1642,5,3,2002,Yes,2,Yes,Cement,1,1,Yes,8,4870721
Paba,2678,3,1,2007,No,2,Yes,Cement,2,1,Yes,2,8025836
Boalia,1444,1,2,2004,No,2,No,Tile,2,1,Yes,5,4907948
Boalia,623,5,3,2006,No,0,No,Cement,2,1,No,4,2257903
Paba,1834,4,3,2002,Yes,2,No,Marble,1,1,Yes,9,5649530
Rajpara,2584,1,2,2011,No,1,No,Marble,1,1,No,3,10460150
Shah Makhdum,760,1,3,2010,No,2,Yes,Tile,2,1,No,5,2324805
Shah Makhdum,1878,5,2,2015,Yes,1,No,Tile,2,1,No,10,5600406
Motihar,2194,2,2,1993,Yes,2,No,Tile,2,1,Yes,9,8811317
Paba,2761,1,1,1996,Yes,2,Yes,Wood,2,1,Yes,6,9097631
Motihar,2552,2,1,1999,Yes,0,No,Cement,2,1,Yes,2,9055801
Motihar,2295,3,1,2004,No,2,No,Tile,1,1,Yes,1,7981096
Boalia,1554,3,2,2015,No,2,No,Tile,1,1,Yes,1,5706306
Shah Makhdum,956,5,2,2005,No,0,No,Tile,1,1,Yes,7,2963664
Motihar,2816,3,3,2006,No,1,No,Marble,2,1,Yes,2,10086581
Boalia,1568,5,1,2005,Yes,2,No,Tile,1,1,Yes,7,5515577
Paba,841,5,1,2018,No,2,No,Marble,1,1,No,1,2611413
Motihar,738,2,3,2007,No,1,Yes,Marble,1,1,Yes,4,2644464
Shah Makhdum,2744,2,1,2000,No,0,No,Wood,1,1,Yes,10,9649227
Motihar,746,3,1,2001,Yes,2,Yes,Tile,1,1,Yes,4,2737409
Paba,1680,2,1,1991,No,0,No,Wood,2,1,No,5,4853472
Motihar,1665,1,3,2007,Yes,1,No,Tile,1,1,Yes,10,6229565
Shah Makhdum,1142,4,1,2022,Yes,1,No,Cement,2,1,Yes,1,3833487
Boalia,1291,1,2,1998,No,0,Yes,Tile,2,1,Yes,7,4855812
Shah Makhdum,1625,1,1,2004,Yes,1,No,Tile,2,1,No,2,5016945
Boalia,1761,5,2,2017,No,1,Yes,Tile,2,1,No,2,5693529
Rajpara,2240,4,1,1997,No,2,No,Tile,2,1,Yes,8,8522986
Shah Makhdum,1329,5,2,1997,No,0,No,Tile,1,1,Yes,9,3899204
Shah Makhdum,2978,2,1,2008,Yes,2,No,Tile,1,1,Yes,6,9778026
Paba,1003,2,2,1993,Yes,0,Yes,Wood,2,1,Yes,1,3153850
Motihar,2539,4,2,2016,Yes,2,No,Cement,2,1,Yes,1,9511709
Boalia,1750,3,1,2002,No,1,No,Wood,2,1,No,7,6679673
Boalia,2335,2,3,2010,Yes,0,No,Cement,1,1,No,8,8544387
Paba,1638,1,1,2015,Yes,0,No,Wood,2,1,Yes,3,4795728
Paba,2873,4,3,2012,Yes,0,Yes,Wood,1,1,Yes,9,7933296
Motihar,1344,4,3,2019,Yes,0,No,Tile,2,1,Yes,4,5100769
Motihar,918,2,3,2020,No,1,No,Wood,1,1,No,4,3491075
Shah Makhdum,1842,2,3,2020,No,1,No,Cement,2,1,No,3,5954035
Rajpara,1372,5,3,2005,Yes,1,No,Marble,1,1,Yes,8,5688256
Motihar,2516,5,3,1996,No,2,Yes,Cement,2,1,Yes,9,9110262
Paba,1543,1,1,2006,No,1,No,Wood,1,1,Yes,1,4168400
Motihar,2614,4,2,2013,No,2,Yes,Marble,1,1,Yes,2,10554709
Boalia,1813,3,2,2009,No,2,No,Tile,1,1,No,1,6756100
Rajpara,1018,3,1,2016,No,1,No,Marble,1,1,Yes,4,4407224
Shah Makhdum,1464,4,1,1991,No,1,No,Tile,1,1,No,10,5124268
Boalia,1388,1,1,1990,Yes,1,No,Cement,1,1,Yes,7,4526850
Boalia,2471,5,3,2016,No,2,Yes,Marble,1,1,No,7,8395741
Rajpara,1094,5,3,1995,No,0,Yes,Marble,2,1,Yes,6,4683509
Shah Makhdum,1662,5,2,2016,Yes,1,Yes,Marble,2,1,No,5,5780036
Paba,2809,3,1,2005,Yes,2,Yes,Tile,2,1,Yes,4,7608788
Shah Makhdum,2625,3,2,2016,No,2,No,Tile,2,1,Yes,8,8211057
Motihar,2768,1,2,2017,No,1,Yes,Cement,2,1,Yes,7,9705087
Boalia,2585,3,3,1992,No,2,No,Cement,1,1,Yes,10,9569465
Motihar,1327,2,3,2020,No,1,No,Wood,1,1,Yes,1,5291835
Paba,1160,3,2,1992,No,2,No,Tile,1,1,Yes,6,3656994
Motihar,1752,5,3,2013,No,0,No,Cement,1,1,No,2,6511445
Shah Makhdum,1139,1,3,2015,No,2,No,Marble,1,1,Yes,4,3576458
Motihar,1259,4,3,2017,No,1,Yes,Marble,2,1,No,5,4556342
Paba,2463,4,2,1998,No,0,No,Marble,2,1,No,8,7183428
Paba,2050,1,2,2016,No,1,No,Cement,2,1,Yes,6,6744190
Paba,1416,2,2,1992,Yes,2,No,Marble,2,1,Yes,2,3862764
Shah Makhdum,2544,4,1,2017,No,0,Yes,Marble,1,1,Yes,5,7854256
Paba,1815,5,2,2021,No,0,No,Tile,1,1,Yes,5,5760726
Boalia,611,4,3,1996,Yes,2,Yes,Tile,1,1,Yes,6,2088179
Paba,2886,4,2,1996,No,0,No,Cement,2,1,No,1,9437193
Motihar,2495,5,1,2010,No,0,No,Tile,1,1,Yes,8,9162711
Motihar,647,3,3,2021,Yes,0,No,Wood,2,1,Yes,3,2630583
Motihar,2964,2,2,2009,No,1,No,Cement,1,1,Yes,5,11972995
Shah Makhdum,2856,5,2,1997,No,1,No,Wood,1,1,No,7,8242110
Motihar,2170,5,3,1993,No,0,No,Wood,2,1,Yes,3,8086009
Shah Makhdum,1176,1,2,2015,Yes,2,Yes,Cement,1,1,Yes,10,3598098
Shah Makhdum,2962,2,1,2004,No,2,No,Tile,1,1,Yes,6,9439744
Paba,1353,3,3,1995,No,1,No,Tile,2,1,Yes,5,4028777
Boalia,1659,5,2,2021,Yes,2,Yes,Cement,1,1,No,7,6277441
Paba,1153,3,3,1994,No,0,No,Wood,2,1,No,10,3240101
Paba,1002,5,2,1995,No,2,Yes,Cement,1,1,Yes,3,2814933
Shah Makhdum,1730,5,2,1992,Yes,1,Yes,Cement,1,1,Yes,2,5102051
Shah Makhdum,2686,1,3,2018,No,1,No,Marble,1,1,Yes,4,9005450
Motihar,2827,4,2,2008,No,0,No,Marble,1,1,Yes,3,11640381
Motihar,2659,2,2,1999,Yes,1,Yes,Wood,1,1,Yes,4,9838467
Paba,1147,1,3,1996,Yes,1,No,Tile,1,1,Yes,7,3139446
Rajpara,1749,3,2,1990,Yes,1,No,Marble,1,1,Yes,5,6514705
Rajpara,662,5,2,1990,Yes,2,Yes,Marble,1,1,No,4,2437422
Motihar,1443,5,3,2006,No,1,No,Wood,2,1,Yes,6,5584667
Rajpara,1608,2,1,2011,No,2,No,Cement,2,1,No,7,6151947
Motihar,2442,1,1,2003,Yes,1,Yes,Marble,1,1,Yes,5,10017231
Shah Makhdum,2631,1,1,1995,Yes,1,No,Tile,1,1,Yes,7,7850538
Paba,1922,3,1,2019,Yes,2,Yes,Wood,2,1,No,3,6262055
Boalia,2681,1,1,2022,No,2,No,Marble,1,1,Yes,7,9069600
Paba,1351,1,1,2009,Yes,0,No,Wood,1,1,Yes,3,4350738
Motihar,648,4,3,2005,No,0,Yes,Marble,2,1,Yes,6,2683521
Motihar,1257,2,3,1993,No,2,No,Marble,1,1,Yes,8,5241232
Paba,2260,1,3,1990,Yes,1,No,Wood,1,1,No,6,7191672
Motihar,1300,3,2,2002,No,0,No,Tile,2,1,No,10,4546466
Rajpara,1680,5,1,1997,No,2,No,Tile,1,1,Yes,3,6122429
Rajpara,2756,1,1,2011,No,2,Yes,Cement,1,1,Yes,5,11552554
Motihar,2140,1,3,1993,No,1,No,Marble,2,1,Yes,9,8777745
Motihar,2671,5,2,2012,Yes,2,No,Cement,1,1,Yes,8,9471908
Rajpara,2868,4,2,2009,Yes,0,No,Wood,2,1,Yes,6,12483985
Motihar,2583,2,3,2013,No,1,No,Cement,1,1,Yes,9,10031785
Motihar,914,4,1,2016,Yes,2,No,Wood,1,1,Yes,2,3212021
Paba,2941,3,2,2002,Yes,2,No,Tile,2,1,Yes,9,8235447
Boalia,2300,1,1,1994,Yes,1,No,Wood,2,1,Yes,10,7351188
Rajpara,1617,4,2,2005,Yes,1,No,Wood,1,1,Yes,10,6006463
Paba,1237,2,1,2018,No,1,No,Cement,2,1,Yes,6,3883282
Boalia,2914,3,2,2015,Yes,0,Yes,Marble,2,1,No,9,9625339
Motihar,2735,4,1,2011,No,0,No,Cement,1,1,No,4,10521154
Motihar,2249,1,1,2013,No,2,No,Tile,1,1,Yes,5,8924080
Paba,2375,2,1,2002,No,2,No,Tile,1,1,Yes,2,7688270
Motihar,2566,1,3,2010,Yes,1,No,Tile,2,1,No,3,9926171
Shah Makhdum,2563,1,1,1990,No,2,Yes,Marble,2,1,No,1,8315958
Paba,2367,3,1,1993,Yes,2,No,Cement,2,1,No,4,7687291
Boalia,841,2,2,1992,No,1,Yes,Wood,2,1,Yes,2,2822760
Paba,1301,5,2,2012,No,0,No,Wood,1,1,No,2,3671709
Rajpara,1340,1,3,2005,No,0,No,Marble,2,1,Yes,1,5759637
Paba,2713,2,2,2002,No,0,No,Tile,1,1,No,10,7446408
Motihar,2414,1,1,2020,No,2,No,Marble,2,1,No,2,8603878
Motihar,1380,4,3,2013,Yes,1,No,Wood,1,1,Yes,4,5150922
Shah Makhdum,2856,4,3,2004,No,0,No,Tile,1,1,No,6,8885588
Shah Makhdum,615,2,3,1994,No,2,No,Marble,1,1,Yes,7,2049117
Shah Makhdum,1585,3,1,2011,Yes,1,Yes,Wood,2,1,No,7,4657928
Boalia,966,5,1,2011,No,0,No,Wood,1,1,Yes,7,3365554
Shah Makhdum,1852,4,2,2000,No,0,No,Marble,1,1,No,4,6292123
Boalia,1289,3,2,2013,No,1,No,Wood,2,1,Yes,5,4676930
Shah Makhdum,1659,5,2,1999,No,2,No,Cement,1,1,No,3,5448579
Boalia,1446,4,3,2000,No,2,No,Cement,2,1,Yes,1,4797180
Paba,1021,5,1,2018,Yes,0,Yes,Tile,2,1,Yes,8,2997839
Paba,2243,1,2,2011,No,1,Yes,Cement,1,1,Yes,10,6299317
Motihar,1812,2,1,2022,Yes,2,No,Cement,1,1,No,7,6897890
Boalia,1207,4,3,1997,No,1,Yes,Marble,2,1,Yes,9,4295613
Rajpara,1938,4,1,2021,Yes,1,Yes,Tile,1,1,Yes,10,7955383
Motihar,619,1,1,2012,Yes,0,No,Marble,2,1,Yes,4,2529064
Paba,1275,4,3,1994,No,1,No,Marble,2,1,No,5,3489799
Boalia,981,4,2,2020,No,1,No,Cement,2,1,Yes,5,3356804
Shah Makhdum,1208,4,1,2018,Yes,1,Yes,Cement,1,1,Yes,7,3935931
